Assembly Accession,Assembly Name,Organism Name,Organism Infraspecific Names Strain,Assembly Level,Assembly Release Date,Assembly Stats Number of Scaffolds
GCA_004402015.1,ASM440201v1,Filobacillus milosensis,JCM 12288,Scaffold,2019-03-26,88
GCA_016427565.1,ASM1642756v1,Microvirga splendida,BT325,Contig,2020-12-28,
GCA_042643485.1,ASM4264348v1,Azotobacter bryophylli,KCTC 62195,Scaffold,2024-10-05,36
GCA_000712185.1,ASM71218v1,Mycoplasmopsis opalescens ATCC 27921,ATCC 27921,Scaffold,2014-06-25,14
GCA_022538055.1,ASM2253805v1,Cognataquiflexum nitidum,LQ15W,Contig,2022-03-09,
GCA_024814375.1,ASM2481437v1,Streptococcus sciuri,SQ9-PEA,Contig,2022-08-31,
GCA_900218025.1,IMG-taxon 2724679791 annotated assembly,Quadrisphaera granulorum,DSM 44889,Contig,2018-09-14,
GCA_001723305.1,ASM172330v1,Methyloceanibacter superfactus,R-67175,Contig,2016-09-12,
GCA_014646875.1,ASM1464687v1,Halobellus salinus,JCM 14359,Scaffold,2020-09-11,54
GCA_001029435.1,ASM102943v1,Photobacterium aphoticum,DSM 25995,Contig,2015-06-18,
GCA_000521785.1,SOAPdenovo v1.05,Roseivivax halodurans JCM 10272,JCM 10272,Contig,2014-01-22,
GCA_900101285.1,IMG-taxon 2599185176 annotated assembly,Desulfurella multipotens,DSM 8415,Scaffold,2016-10-21,28
GCA_013912435.1,ASM1391243v1,Streptomyces himalayensis subsp. aureolus,PSKA54,Contig,2020-07-29,
GCA_000714555.1,SOAPdenovo v1.05,Thalassospira permensis NBRC 106175,NBRC 106175,Contig,2014-06-27,
GCA_016908325.1,ASM1690832v1,Aquibacillus albus,DSM 23711,Contig,2021-02-19,
GCA_008580665.1,NCCP-1664,Zafaria cholistanensis,NCCP-1664,Scaffold,2019-09-12,50
GCA_003730275.1,ASM373027v1,Brevundimonas halotolerans,MCS24,Contig,2018-11-15,
GCA_900128885.1,IMG-taxon 2582581275 annotated assembly,Alkalibacter saccharofermentans DSM 14828,DSM 14828,Scaffold,2016-12-03,35
GCA_019396385.1,ASM1939638v1,Nonomuraea harbinensis,CGMCC 4.7106,Scaffold,2021-07-29,141
GCA_900109495.1,IMG-taxon 2675903016 annotated assembly,Ectothiorhodospira marina,DSM 241,Contig,2016-10-31,
GCA_900104515.1,IMG-taxon 2634166355 annotated assembly,Paracidovorax cattleyae,DSM 17101,Scaffold,2016-10-21,93
GCA_031846515.1,ASM3184651v1,Autumnicola lenta,F260,Contig,2023-09-23,
GCA_002896965.1,ASM289696v1,Novosphingobium guangzhouense,SA925,Contig,2018-01-24,
GCA_002217275.1,ASM221727v1,Flavobacterium frigidimaris,DSM 15937,Scaffold,2017-07-12,71
GCA_004345745.1,ASM434574v1,Nicoletella semolina,DSM 16380,Scaffold,2019-03-11,25
GCA_014904735.1,ASM1490473v1,Microbulbifer hainanensis,NBU-8HK146,Contig,2020-10-20,
GCA_016863335.1,ASM1686333v1,Planotetraspora thailandica,NBRC 104271,Contig,2021-01-29,
GCA_001601575.1,ASM160157v1,Thermovenabulum gondwanense,R270,Contig,2016-03-29,
GCA_003096575.1,ASM309657v1,Convivina intestini,DSM 28795,Scaffold,2018-05-07,22
GCA_000518225.1,ASM51822v1,Helicobacter pametensis ATCC 51478,ATCC 51478,Scaffold,2014-01-13,11
GCA_001584325.1,ASM158432v1,Bacillus nakamurai,NRRL B-41091,Contig,2016-03-09,
GCA_039529215.1,ASM3952921v1,Streptomyces sodiiphilus,JCM 13581,Scaffold,2024-02-23,132
GCA_039522915.1,ASM3952291v1,Sphingomonas oligophenolica,JCM 12082,Scaffold,2024-02-23,81
GCA_005405485.1,ASM540548v1,Enterococcus hulanensis,190-7,Scaffold,2019-03-29,47
GCA_003013395.1,ASM301339v1,Brevibacillus fortis,NRRL NRS-1210,Contig,2018-03-21,
GCA_039822625.1,ASM3982262v1,Marinimicrobium locisalis,ISL-43,Contig,2024-05-24,
GCA_000614975.1,ASM61497v1,Shewanella marina JCM 15074,JCM 15074,Contig,2014-03-31,
GCA_011170065.1,ASM1117006v1,Lactococcus insecticola,Hs20B0-1,Contig,2020-02-21,
GCA_023283485.1,ASM2328348v1,Shewanella glacialipiscicola,LMG 23744,Contig,2022-05-09,
GCA_004354015.1,ASM435401v1,Arthrobacter terricola,JH1-1,Contig,2019-03-17,
GCA_042434575.1,ASM4243457v1,Brachybacterium hainanense,CICC 10874,Contig,2024-09-28,
GCA_016861785.1,ASM1686178v1,Lacticaseibacillus mingshuiensis,117-1,Contig,2021-01-15,
GCA_039541735.1,ASM3954173v1,Micromonospora coerulea,JCM 3175,Scaffold,2024-02-23,128
GCA_003231275.1,ASM323127v1,Pseudomonas huaxiensis,WCHPs060044,Contig,2018-06-15,
GCA_003946085.1,ASM394608v1,Levilactobacillus angrenensis,M1530-1,Contig,2018-12-14,
GCA_013294065.1,ASM1329406v1,Sphaerotilus uruguayifluvii,C29,Scaffold,2020-06-08,48
GCA_016863255.1,ASM1686325v1,Planosporangium mesophilum,NBRC 109066,Contig,2021-01-29,
GCA_010015475.1,ASM1001547v1,Pontibacter pamirensis,TRT317,Scaffold,2020-01-27,123
GCA_025370255.1,ASM2537025v1,Shewanella holmiensis,SP1S2-7,Contig,2022-09-22,
GCA_018598175.1,ASM1859817v1,Dawidia cretensis,PWU5,Scaffold,2021-05-30,283
GCA_008579165.1,ASM857916v1,Iodidimonas nitroreducens,Q-1,Contig,2019-09-03,
GCA_013433285.1,ASM1343328v1,Streptomyces gossypiisoli,TRM 44567,Scaffold,2020-07-21,168
GCA_042431605.1,ASM4243160v1,Deinococcus oregonensis,JCM 13503,Scaffold,2024-09-28,108
GCA_030464365.1,ASM3046436v1,Methanoculleus methanifontis,FWC-SCC3,Contig,2023-07-14,
GCA_021245735.1,ASM2124573v1,Brevibacillus daliensis,YIM B02290,Contig,2021-12-20,
GCA_014698965.1,ASM1469896v1,Iningainema tapete BLCC-T55,BLCC-T55,Scaffold,2020-09-22,134
GCA_016863175.1,ASM1686317v1,Planobispora siamensis,NBRC 107568,Contig,2021-01-29,
GCA_001514305.1,ASM151430v1,Streptomyces dysideae,RV15,Scaffold,2016-01-13,152
GCA_030160635.1,ASM3016063v1,Acidocella aquatica,NBRC 112502,Scaffold,2023-02-15,137
GCA_014694385.1,ASM1469438v1,Pseudomonas typographi,CA3A,Contig,2020-09-22,
GCA_002909235.1,ASM290923v1,Arenibacter catalasegens,P308H10,Contig,2018-01-30,
GCA_900100015.1,IMG-taxon 2617270927 annotated assembly,Vibrio xiamenensis,CGMCC 1.10228,Scaffold,2016-10-21,82
GCA_018332655.1,ASM1833265v1,Actinoplanes auranticolor,NBRC 12245,Contig,2021-03-19,
GCA_014652475.1,ASM1465247v1,Vogesella alkaliphila,KCTC 32041,Scaffold,2020-09-12,29
GCA_004346685.1,ASM434668v1,Sulfurirhabdus autotrophica,DSM 100309,Contig,2019-03-11,
GCA_902859895.1,LMG 28138,Pararobbsia alpina,LMG 28138,Contig,2020-05-07,
GCA_900114115.1,IMG-taxon 2622736590 annotated assembly,Desulfomicrobium apsheronum,DSM 5918,Scaffold,2016-11-02,45
GCA_008084905.1,ASM808490v1,Formosa maritima,1494,Scaffold,2019-08-24,63
GCA_019457915.1,ASM1945791v1,Neiella holothuriorum,126,Contig,2021-08-07,
GCA_010667655.1,ASM1066765v1,Bifidobacterium saimiriisciurei,SMA1,Scaffold,2020-02-14,42
GCA_030717845.1,ASM3071784v1,Alkalimonas collagenimarina,AC40,Contig,2023-08-13,
GCA_000300875.1,ASM30087v1,Galbibacter marinus,ck-I2-15,Contig,2012-10-02,
GCA_900188145.1,IMG-taxon 2706794911 annotated assembly,Anaerovirgula multivorans,SCA,Scaffold,2017-07-16,105
GCA_900103185.1,IMG-taxon 2622736527 annotated assembly,Sulfitobacter litoralis,DSM 17584,Contig,2016-10-21,
GCA_031846485.1,ASM3184648v1,Autumnicola tepida,F363,Contig,2023-09-23,
GCA_000758165.1,Spiroch1.0,Spirochaeta lutea,JC230,Scaffold,2014-09-25,72
GCA_019008365.1,ASM1900836v1,Phosphitispora fastidiosa,DYL19,Contig,2021-06-22,
GCA_003687725.1,ASM368772v1,Faecalibacter macacae,YIM 102668,Scaffold,2018-10-24,47
GCA_040096145.1,ASM4009614v1,Enterobacter intestinihominis,CLA-AC-H004,Contig,2024-06-07,
GCA_013166575.1,ASM1316657v1,Xylanibacter rodentium,PROD,Contig,2020-05-25,
GCA_014650875.1,ASM1465087v1,Streptomyces minutiscleroticus,JCM 4790,Scaffold,2020-09-12,296
GCA_002093115.1,ASM209311v1,Geothermobacter hydrogeniphilus,EPR-M,Contig,2017-04-17,
GCA_900115625.1,IMG-taxon 2675903022 annotated assembly,Salibacterium halotolerans,S7,Scaffold,2016-11-02,54
GCA_042847315.1,ASM4284731v1,Lacticaseibacillus jixiensis,N163-3-2,Scaffold,2024-07-18,97
GCA_042649515.1,ASM4264951v1,Lentzea rhizosphaerae,CGMCC 4.7405,Scaffold,2024-10-05,66
GCA_009711125.1,ASM971112v1,Metabacillus mangrovi,KCTC 33872,Contig,2019-11-26,
GCA_035989245.1,ASM3598924v1,Adlercreutzia wanghongyangiae,R7,Contig,2024-01-18,
GCA_003946345.1,ASM394634v1,Levilactobacillus tongjiangensis,218-10,Contig,2018-12-14,
GCA_005144585.1,ASM514458v1,Polyangium fumosum,DSM 14668,Contig,2019-05-03,
GCA_042138635.1,ASM4213863v1,Paenibacillus medicaginis,JCM 18446,Contig,2024-09-22,
GCA_012062845.1,ASM1206284v1,Halomonas salinarum,G5-11,Contig,2020-04-06,
GCA_001909055.1,ASM190905v1,Paenibacillus helianthi,P26E,Contig,2016-12-19,
GCA_014836395.1,ASM1483639v1,Xanthomonas bonasiae,Sa3BUA13,Scaffold,2020-09-30,35
GCA_015708085.1,ASM1570808v1,Arthrobacter terrae,Z1-20,Scaffold,2020-12-01,63
GCA_022008415.1,ASM2200841v1,Cerina litoralis,F89,Contig,2022-02-04,
GCA_007556605.1,ASM755660v1,Tepidimonas sediminis,YIM 72259,Contig,2019-07-26,
GCA_042684125.1,ASM4268412v1,Paenibacillus rhizoplanae,CCM 8725,Scaffold,2024-10-07,111
GCA_006175995.1,ASM617599v1,Desulfobotulus mexicanus,PAR22N,Contig,2019-06-10,
GCA_018494065.1,ASM1849406v1,Rosenbergiella gaditana,S61,Contig,2021-05-25,
GCA_039522365.1,ASM3952236v1,Bacillus carboniphilus,JCM 9731,Contig,2024-02-23,
GCA_900142625.1,IMG-taxon 2700988702 annotated assembly,Roseovarius marisflavi,DSM 29327,Contig,2016-12-03,
GCA_039526905.1,ASM3952690v1,Pseudonocardia kongjuensis,JCM 11896,Scaffold,2024-02-23,77
GCA_007830735.1,ASM783073v1,Geobacter argillaceus,ATCC BAA-1139,Scaffold,2019-08-02,71
GCA_900104245.1,IMG-taxon 2596583643 annotated assembly,Pseudidiomarina indica,CGMCC 1.10824,Scaffold,2016-10-21,31
GCA_039540335.1,ASM3954033v1,Actinomadura verrucosospora,JCM 3147,Scaffold,2024-02-23,143
GCA_040212315.1,ASM4021231v1,Brevibacterium litoralis,GXQ1321,Contig,2024-05-10,
GCA_000686585.1,ASM68658v1,Mycoplasmopsis lipofaciens ATCC 35015,ATCC 35015,Scaffold,2014-05-08,6
GCA_001467055.1,ASM146705v1,Legionella adelaidensis,1762-AUS-E,Scaffold,2015-12-15,21
GCA_003054025.1,ASM305402v1,Capnocytophaga leadbetteri,DSM 22902,Scaffold,2018-04-17,40
GCA_003049725.1,ASM304972v1,Oceanimonas marisflavi,102-Na3,Scaffold,2018-04-11,95
GCA_016757965.1,ASM1675796v1,Archaeoglobus neptunius,SE56,Contig,2021-01-27,
GCA_001238275.1,ASM123827v1,Bradyrhizobium viridifuturi,SEMIA 690,Contig,2015-08-05,
GCA_042685205.1,ASM4268520v1,Lentibacillus juripiscarius,TISTR 1535,Scaffold,2024-10-07,45
GCA_011682175.1,ASM1168217v1,Massilia frigida,CCM 8695,Contig,2020-03-23,
GCA_000307265.1,ASM30726v1,Oscillibacter ruminantium GH1,GH1,Scaffold,2012-09-12,29
GCA_017652985.1,ASM1765298v1,Paenibacillus artemisiicola,MWE-103,Contig,2021-03-30,
GCA_014646895.1,ASM1464689v1,Deinococcus roseus,JCM 14370,Scaffold,2020-09-12,99
GCA_001936575.1,ASM193657v1,Tenacibaculum agarivorans,HZ1,Contig,2017-01-05,
GCA_009720825.1,ASM972082v1,Duganella radicis,KCTC 22382,Contig,2019-11-30,
GCA_003207955.1,ASM320795v1,Novacetimonas pomaceti,T5K1,Contig,2018-06-11,
GCA_002101775.1,ASM210177v1,Mycolicibacter nonchromogenicus,DSM 44164,Contig,2017-04-20,
GCA_006363815.1,ASM636381v1,Thermomonospora catenispora,3-22-2003,Scaffold,2019-06-18,109
GCA_023499215.1,ASM2349921v1,Zunongwangia pacifica,MCCC M21534,Contig,2022-05-18,
GCA_014641495.1,ASM1464149v1,Terasakiella brassicae,CGMCC 1.15254,Scaffold,2020-09-12,83
GCA_900167145.1,IMG-taxon 2582581326 annotated assembly,Treponema porcinum,ATCC BAA-908,Scaffold,2017-03-04,32
GCA_001435235.1,ASM143523v1,Liquorilactobacillus ghanensis DSM 18630,DSM 18630,Scaffold,2015-11-06,33
GCA_025631005.1,ASM2563100v1,Haoranjiania flava,LIP-5,Contig,2022-10-09,
GCA_018156225.1,ASM1815622v1,Carboxylicivirga sediminis,JR1,Contig,2021-04-27,
GCA_003966125.1,ASM396612v1,Azospirillum griseum,L-25-5 w-1,Scaffold,2018-12-23,220
GCA_018437265.1,ASM1843726v1,Fructobacillus parabroussonetiae,S1-1,Contig,2021-05-21,
GCA_002735925.1,ASM273592v1,Sporanaerobium hydrogeniformans,XHS1971,Contig,2017-10-30,
GCA_042675605.1,ASM4267560v1,Savagea faecisuis,CCUG 63563,Scaffold,2024-10-06,56
GCA_039542725.1,ASM3954272v1,Streptomonospora halophila,JCM 18123,Scaffold,2024-02-23,93
GCA_006861825.1,ASM686182v1,Psychrobacillus vulpis,Z8,Scaffold,2019-07-10,76
GCA_039528695.1,ASM3952869v1,Brevibacterium picturae,JCM 13319,Scaffold,2024-02-23,39
GCA_005938195.1,ASM593819v1,Paenibacillus thermoaerophilus,DSM 26310,Scaffold,2019-06-03,64
GCA_031845825.1,ASM3184582v1,Streptomyces lancefieldiae,DSM 40712,Contig,2023-09-23,
GCA_001982605.1,ASM198260v1,Alkanindiges hydrocarboniclasticus,H1,Contig,2017-02-01,
GCA_015475875.1,ASM1547587v1,Sphingopyxis solisilvae,R366,Scaffold,2020-11-14,50
GCA_002000125.1,ASM200012v1,Rodentibacter heidelbergensis,Ac69,Contig,2017-02-15,
GCA_030162955.1,ASM3016295v1,Comamonas jiangduensis,YW1,Contig,2023-06-02,
GCA_042679865.1,ASM4267986v1,Lentibacillus salinarum,CCUG 54822,Scaffold,2024-10-06,61
GCA_023336505.1,ASM2333650v1,Sporolactobacillus mangiferae,CPB3-1,Contig,2022-05-11,
GCA_018304965.1,ASM1830496v1,Collimonas antrihumi,DSM 104040,Contig,2021-05-07,
GCA_016820655.1,ASM1682065v1,Anaeromonas frigoriresistens,D2Q-11,Contig,2021-02-07,
GCA_014145615.1,ASM1414561v1,Limosilactobacillus balticus,BG-AF3-A,Scaffold,2020-08-10,76
GCA_030405905.1,ASM3040590v1,Sphaerothrix gracilis Ecp01,Ecp01,Scaffold,2023-07-03,143
GCA_021729155.1,ASM2172915v1,Membranihabitans marinus,CZ-AZ5,Scaffold,2022-01-30,78
GCA_014653435.1,ASM1465343v1,Alishewanella longhuensis,CGMCC 1.7003,Scaffold,2020-09-12,32
GCA_039539745.1,ASM3953974v1,Oceanisphaera sediminis,JCM 17329,Scaffold,2024-02-23,58
GCA_014596575.1,ASM1459657v1,Flavobacterium pokkalii,L1I52,Contig,2020-09-15,
GCA_030250085.1,ASM3025008v1,Campylobacter felis,XJK22-1,Scaffold,2023-06-09,42
GCA_042651685.1,ASM4265168v1,Bacillus chungangensis,CCUG 57835,Scaffold,2024-10-05,59
GCA_900142085.1,IMG-taxon 2700988697 annotated assembly,Shimia gijangensis,DSM 100564,Contig,2016-12-03,
GCA_004341685.1,ASM434168v1,Pectinatus cerevisiiphilus,DSM 20467,Contig,2019-03-11,
GCA_900639915.1,Leg_nagasakiensis_JCM_15315.v1,Legionella nagasakiensis,JCM 15315,Scaffold,2019-02-04,54
GCA_000285595.1,ASM28559v1,Kurthia senegalensis,JC8E,Scaffold,2012-07-19,43
GCA_007421815.1,ASM742181v1,Aeromicrobium piscarium,Co35,Scaffold,2019-07-24,46
GCA_009299475.1,ASM929947v1,Bifidobacterium avesanii,DSM 100685,Contig,2019-10-23,
GCA_014282275.1,ASM1428227v1,Spirosoma utsteinense,LMG 31447,Contig,2020-08-24,
GCA_900113485.1,IMG-taxon 2651870128 annotated assembly,Methylobacterium gossipiicola,Gh-105,Scaffold,2016-11-02,77
GCA_003410055.1,ASM341005v1,Wenzhouxiangella sediminis,XDB06,Contig,2018-08-20,
GCA_900188395.1,IMG-taxon 2724679920 annotated assembly,Desulfurobacterium atlanticum,DSM 15668,Scaffold,2017-07-16,23
GCA_004791695.1,ASM479169v1,Flavivirga rizhaonensis,RZ03,Contig,2019-04-13,
GCA_004342885.1,ASM434288v1,Tepidibacillus fermentans,DSM 23802,Scaffold,2019-03-11,40
GCA_039534165.1,ASM3953416v1,Saccharopolyspora taberi,JCM 9383,Scaffold,2024-02-23,53
GCA_009208555.1,ASM920855v1,Janthinobacterium violaceinigrum,FT13W,Scaffold,2019-10-21,151
GCA_009828745.1,ASM982874v1,Erysipelothrix anatis,D17_0559-3-2-1,Scaffold,2020-01-03,29
GCA_002086485.1,ASM208648v1,Mycobacterium aquaticum,RW6,Contig,2017-04-11,
GCA_000968685.2,ASM96868v2,Streptomyces antioxidans,MUSC 164,Contig,2017-03-14,
GCA_900110065.1,IMG-taxon 2622736532 annotated assembly,Loktanella fryxellensis,DSM 16213,Scaffold,2016-10-31,74
GCA_024505045.1,ASM2450504v1,Methylomonas aurea,SURF-1,Contig,2022-08-01,
GCA_042648525.1,ASM4264852v1,Vogesella facilis,KCTC 42742,Scaffold,2024-10-05,36
GCA_014174215.1,ASM1417421v1,Gluconacetobacter tumulicola,LMG 27725,Contig,2020-08-12,
GCA_016907055.1,ASM1690705v1,Paracholeplasma morum,ATCC 33211,Contig,2021-02-19,
GCA_039531405.1,ASM3953140v1,Brevibacterium salitolerans,JCM 15900,Scaffold,2024-02-23,27
GCA_042643145.1,ASM4264314v1,Virgibacillus xinjiangensis,KCTC 13128,Scaffold,2024-10-05,64
GCA_004006535.1,ASM400653v1,Anaerosphaera multitolerans,GS7-6-2,Contig,2019-01-09,
GCA_005870085.1,ASM587008v1,Aquibacillus sediminis,BH258,Contig,2019-05-28,
GCA_003201355.1,ASM320135v1,Dysgonomonas alginatilytica,DSM 100214,Scaffold,2018-06-07,73
GCA_002259745.1,ASM225974v1,Bifidobacterium myosotis,DSM 100196,Contig,2017-08-18,
GCA_000376565.1,ASM37656v1,Streptomyces hokutonensis,R1-NS-10,Contig,2013-04-12,
GCA_009362735.1,ASM936273v1,Paraburkholderia franconis,CNPSo 3157,Contig,2019-10-26,
GCA_003287285.1,ASM328728v1,Phytoactinopolyspora halophila,YIM 96934,Contig,2018-07-03,
GCA_009746585.1,ASM974658v1,Novosphingobium aquimarinum,M24A2M,Contig,2019-12-13,
GCA_030518195.1,ASM3051819v1,Nocardioides cremeus,SOB44,Scaffold,2023-07-22,543
GCA_042678845.1,ASM4267884v1,Sphingobium olei,CCUG 54329,Contig,2024-10-06,
GCA_003345525.1,ASM334552v1,Pelagibacterium lacus,XYN52,Contig,2018-07-30,
GCA_022808695.1,ASM2280869v1,Fundidesulfovibrio soli,SG60,Scaffold,2022-04-02,42
GCA_030518295.1,ASM3051829v1,Chryseobacterium urinae,APV-1,Contig,2023-07-22,
GCA_027923225.1,ASM2792322v1,Phytohabitans aurantiacus,RD004123,Scaffold,2022-12-28,157
GCA_025567305.1,ASM2556730v1,Brotomerdimonas butyrica,Sanger_12,Scaffold,2022-10-04,29
GCA_000741785.1,Bifste,Bifidobacterium stellenboschense,DSM 23968,Contig,2014-08-18,
GCA_900115065.1,IMG-taxon 2599185172 annotated assembly,Formivibrio citricus,DSM 6150,Contig,2016-11-02,
GCA_039524755.1,ASM3952475v1,Cryptosporangium japonicum,JCM 10425,Scaffold,2024-02-23,57
GCA_015352445.1,ASM1535244v1,Nocardioides agariphilus,KCTC 19276,Contig,2020-11-10,
GCA_023349145.1,ASM2334914v1,Shewanella fodinae,CCUG 57102,Contig,2022-05-12,
GCA_014636775.1,ASM1463677v1,Kocuria dechangensis,CGMCC 1.12187,Scaffold,2020-09-12,91
GCA_000520955.1,of Aquimarina pacifica,Aquimarina pacifica,SW150,Contig,2014-01-16,
GCA_020176155.1,ASM2017615v1,Clostridium bowmanii,DSM 14206,Contig,2021-09-29,
GCA_025943985.1,ASM2594398v1,Anaerorudis cellulosivorans,m5,Scaffold,2022-11-01,38
GCA_030271165.1,ASM3027116v1,Psychromicrobium xiongbiense,YIM S02556,Contig,2023-06-13,
GCA_014212125.1,ASM1421212v1,Cohnella nanjingensis,DSM 28246,Scaffold,2020-08-16,105
GCA_029211145.1,ASM2921114v1,Marinimicrococcus flavescens,YIM 152171,Contig,2023-03-14,
GCA_012396505.1,ASM1239650v1,Periweissella fabalis,CCUG 61472,Contig,2020-04-15,
GCA_002051585.1,ASM205158v1,Ruminiclostridium hungatei,DSM 14427,Contig,2017-03-21,
GCA_030284685.1,ASM3028468v1,Streptococcus raffinosi,VTCC 12812,Scaffold,2023-06-17,29
GCA_001648475.1,ASM164847v1,Eikenella halliae,NML130454,Contig,2016-05-19,
GCA_018524365.1,ASM1852436v1,Denitromonas iodatirespirans,IR-12,Contig,2021-05-26,
GCA_020907985.1,ASM2090798v1,Kitasatospora humi,RB6PN24,Contig,2021-11-21,
GCA_900115145.1,IMG-taxon 2599185209 annotated assembly,Salegentibacter flavus,DSM 17794,Scaffold,2016-11-02,51
GCA_003207895.1,ASM320789v1,Komagataeibacter swingsii,LMG 22125,Contig,2018-06-11,
GCA_030813235.1,ASM3081323v1,Cytobacillus purgationiresistens,DSM 23494,Contig,2023-08-18,
GCA_039542115.1,ASM3954211v1,Actinomycetospora chibensis,JCM 17978,Scaffold,2024-02-23,79
GCA_027622875.1,ASM2762287v1,Glycomyces luteolus,NEAU-A15,Scaffold,2023-01-09,49
GCA_016862275.1,ASM1686227v1,Actinoplanes nipponensis,NBRC 14063,Contig,2021-01-29,
GCA_000585235.1,NitAk23,Nitrincola nitratireducens,AK23,Contig,2014-03-04,
GCA_014651775.1,ASM1465177v1,Vreelandella hamiltonii,KCTC 22154,Scaffold,2020-09-12,70
GCA_000757725.1,ASM75772v1,Sphingobacterium deserti,ACCC 05744,Contig,2014-09-24,
GCA_009857505.1,ASM985750v1,Duganella lactea,FT50W,Contig,2020-01-12,
GCA_024622425.1,ASM2462242v1,Lactobacillus rodentium,DSM 24759,Contig,2022-08-10,
GCA_014639295.1,ASM1463929v1,Nesterenkonia alkaliphila,CGMCC 1.12781,Scaffold,2020-09-12,96
GCA_014648475.1,ASM1464847v1,Lentzea flava,JCM 3296,Scaffold,2020-09-12,188
GCA_020447205.1,ASM2044720v1,Thalassolituus alkanivorans,TMPB967,Scaffold,2021-10-13,49
GCA_003364205.1,ASM336420v1,Helicobacter brantae,MIT 04-9366,Contig,2018-08-07,
GCA_003290025.1,ASM329002v1,Pseudogemmobacter bohemicus,Cd-10,Scaffold,2018-07-06,16
GCA_042686155.1,ASM4268615v1,Mucilaginibacter antarcticus,KCTC 52232,Scaffold,2024-10-07,58
GCA_900111195.1,IMG-taxon 2617270788 annotated assembly,Gracilibacillus ureilyticus,CGMCC 1.7727,Scaffold,2016-10-31,38
GCA_000400485.1,k0-k1250,Agrococcus pavilionensis RW1,RW1,Contig,2013-05-20,
GCA_006385685.1,ASM638568v1,Amaricoccus solimangrovi,HB172011,Contig,2019-06-23,
GCA_009910845.1,ASM991084v1,Chengkuizengella marina,YPA3-1-1,Contig,2020-01-21,
GCA_003049665.1,ASM304966v1,Lysinibacillus mangiferihumi,M-GX18,Contig,2018-04-11,
GCA_001189915.1,ASM118991v1,Herbaspirillum autotrophicum,IAM 14942,Contig,2015-07-31,
GCA_024160105.1,ASM2416010v1,Corynebacterium stercoris,TA-R-1,Scaffold,2022-07-05,31
GCA_003850045.1,ASM385004v1,Aeromicrobium camelliae,YS17T,Contig,2018-11-28,
GCA_007992435.1,ASM799243v1,Brevifollis gellanilyticus,NBRC 108608,Contig,2019-07-31,
GCA_009650435.1,ASM965043v1,Foetidibacter luteolus,YG09,Scaffold,2019-11-12,95
GCA_001975785.1,ASM197578v1,Domibacillus epiphyticus,SAB 38,Scaffold,2017-01-30,44
GCA_003317055.1,ASM331705v1,Alkalibaculum bacchi,DSM 22112,Scaffold,2018-07-12,46
GCA_004684055.1,ASM468405v1,Soehngenia longivitae,1933P,Contig,2019-04-06,
GCA_924513355.1,JJ-60,Paenibacillus pseudetheri,CIP 111894,Scaffold,2022-01-09,117
GCA_002101585.1,ASM210158v1,Mycolicibacter engbaekii,ATCC 27353,Contig,2017-04-20,
GCA_914768025.1,LMG 30236,Snodgrassella gandavensis,LMG 30236,Contig,2022-02-17,
GCA_900107695.1,IMG-taxon 2599185268 annotated assembly,Thiothrix caldifontis,DSM 21228,Scaffold,2016-10-22,64
GCA_034259425.1,ASM3425942v1,Denitrificimonas halotolerans,JX-1,Scaffold,2023-12-10,62
GCA_900112225.1,IMG-taxon 2667527446 annotated assembly,Massilia yuzhufengensis,CGMCC 1.12041,Scaffold,2016-11-02,64
GCA_014652855.1,ASM1465285v1,Novosphingobium pokkalii,KCTC 42224,Scaffold,2020-09-12,61
GCA_003426025.1,ASM342602v1,Paraliobacillus quinghaiensis,YIM-C158,Contig,2018-08-23,
GCA_008806385.1,ASM880638v1,Methylobacterium soli,YIM 48816,Scaffold,2019-10-02,111
GCA_042659405.1,ASM4265940v1,Lactiplantibacillus daowaiensis,CCM 8933,Contig,2024-10-06,
GCA_900102215.1,IMG-taxon 2634166350 annotated assembly,Fontibacillus panacisegetis,DSM 28129,Scaffold,2016-10-21,76
GCA_900114085.1,IMG-taxon 2622736509 annotated assembly,Myroides guanonis,DSM 26542,Scaffold,2016-11-02,33
GCA_008386575.1,ASM838657v1,Salinarimonas soli,BN140002,Scaffold,2019-09-15,292
